instruction_zh,input_zh
在一个图形界面中显示一组数据，并提供交互式控制。,你有一组数据，它们的各个参数都可以用数值表示。你需要在一个图形界面中将这些数据可视化，并提供交互式控制，使用户能够以不同的方式查看这些数据。
计算给定文本中的单词数量。,"这是一篇长篇小说，约有50,000字。"
编写一篇文章，分析当前贸易战对中国的宏观经济影响。,当前中国与美国之间的贸易战。
请描述一下如何在微信上创建一个群聊。,
阅读并概括论文中的主旨。,这篇论文通过对调查数据进行分析，讨论了青少年与社交媒体的关系。
写下一个在一小时内运行的日程表，其中包括早上8点的会议，中午的电话会议和晚上的训练。,
想出三种不同的解释，解释为什么天空是蓝色的。,
在给定的文本中提取email地址。,"文本：""请发送邮件至example@example.com。"""
根据图片描写，写一篇短文。,
"请翻译以下短语： ""How are you doing?"" 到汉语。",
撰写一份50项简洁的营销活动清单，以提高销售额。,产品名称：水果冰淇淋
给定一个句子，反转其中的每个单词的顺序。,"""我喜欢写作和阅读。"""
写一篇关于“家庭对孩子健康的影响”的文章，包括以下方面：身体健康、情感健康和社会健康。,
请列出五个日本的著名城市，并简要介绍它们的特点和建筑风格。,我正在计划一次日本之旅，希望可以了解一些著名的城市和景点。
请给我推荐五款不同的手机App，这些App可以帮助我提高效率和生产力，并具体介绍它们的功能和优点。,我是一名白领，需要处理大量的工作和任务，希望可以找到一些工具帮助我提高工作效率。
为一篇写作提供反馈，并提出一些建议来改进文本。,作品：https://www.newyorker.com/culture/personal-history/driving-on-the-moon
"为以下语句编写一个过渡段落：
“结婚是人生中最重要的决定之一。一旦做出这个决定，我们将永远与另一个人在一起。”",
创建一篇美食博客，介绍最近吃过的美食，其中应包含以下元素：店名、菜名、口感、价格和地址。,前几天，我去了一家名为“深夜麻辣香锅”的店尝试了他们的招牌菜“麻辣香锅”，它们的调味和口感真是让人难以忘怀，而价格也相当实惠。这个店的地址如下：福建省福州市鼓楼区温泉角路89号。
把这篇文章翻译成中文。,Scientific American的一篇文章，揭示了“单下滑动”手势的复杂性，这是我们在平板电脑和智能手机上常用的手势之一。
为我的博客文章提供一个有吸引力并与内容相关的封面图片。,我的博客文章的主题是旅游，地点是泰国。文章主要介绍了我在泰国旅游期间的经历和感受。
如果你要给一个旅游景点添加整洁的厕所，你会借鉴哪个国家或地区的经验？简要说明其经验和理由。,
使用最新的趋势，为公司产品创建一份产品描述文件。,您的公司是一家电子消费品制造商。
"输入一首歌曲的歌词，检查其中是否存在脏话或敏感词汇。如果有，替换为 ""****""。",歌曲歌词是一首由 Eminem 创作的歌曲。
为一个名人根据他们的传记写一篇短文。,名人：王尔德。
您认为怎样才能成为一名成功的企业管理者？,
将这个字符串中的所有大写字母转换为小写字母。,"字符串：
""This Is a Test StRing"""
对英文文本进行自动摘要。,一篇长达1000字的新闻文章，讲述了最近一次全球气候变化大会的议题和成果。
生成一个新的描述，以便更好地描述该产品。,这款电视机有60英寸超高清屏幕和智能家居功能。
sum函数的输出结果是什么？,"输入：[1, 2, 3, 4, 5]
代码：sum(input)
输出："
在以下列表中添加正确的地点。,我喜欢旅行，并希望去以下几个地方：伦敦、丽江、曼谷、东京、罗马。
请根据给定的听力材料，完成一个题目。,一段英语听力材料，听力材料长度为1分钟。
请更改给定段落中的所有大写字母为小写字母。,"给定文章: ""THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG"""
给出一些可以提高自我意识和情商的建议。,我想提高我的情商，然而不知道该如何实现。
找到一篇讨论性别中性的文章，列举出至少三个与性别中性相关的术语。,
请解决以下难题并提供解释：XYZ公司的市场前景如何？该买进还是卖出？,
创建一个包含以下列的二元组的列表：（1，2），（2，3），（3，4），（4，5）,我正在学习Python中的元组，我需要一个包含元组的列表来练习。
根据以下标准，请为某个产品进行分类：,（插入一个商品列表，含有至少5种不同的产品）
找出以下数字的最大公约数：60，96，120。,无。
编写一篇500字的关于人工智能发展历史的论文，并提出您对未来人工智能发展的看法。,
为一份宣传材料写上一个简短的宣传口号。,您正在为一个新产品提供宣传资料。
为给定的图片添加一个标题。,图片：一只猴子在树上玩耍。
编写一份简历模板，包括个人信息、求职意向、教育背景、工作经历等。,
在下面的文章中找到主要观点并写下来：,https://www.bbc.com/news/world-europe-58326867
描述一个你曾经旅游的城市的历史和文化。,请描述你曾经去过的一座城市的历史和文化，包括重要的景观、历史事件和文化遗产。
请告诉我，《霍比特人》电影系列的导演和演员阵容。,
帮助一个朋友设置一个家庭影院系统。,"影院系统：松下家庭影院系统
设备：投影仪、5.1声道音响、蓝光播放机"
列出至少10个家务事并按优先顺序排列。,
在照片中标注所有的建筑物。,一张城市天际线的照片。
请列出五个发生在20世纪90年代的历史事件。,20世纪90年代是一个重要的历史时期，出现了许多引人注目的事件和变化。
根据以下条件，给我推荐一部优秀的历史小说。,我对欧洲历史很感兴趣，特别是在文艺复兴时期。我已经读过《达芬奇密码》和《蒙娜丽莎密码》。
根据以下图片，形容这只猫的品种和性格。,一只黑白相间的猫，身体肥胖，脸上有点皱纹。
为一个心理咨询师编写一篇文章，讨论如何应对压力和焦虑。,这篇文章需要给出具体的建议和案例，并提供有关心理健康的参考文献。
根据以下数据，创建一个条形图并添加合适的标题和标签。,"数据：
- 2020年1月：100
- 2020年2月：120
- 2020年3月：85
- 2020年4月：110"
解决随机生成的代数方程。,方程：2(x + 3) - 5x = 8x - 1
写一封感谢信。,你的朋友最近帮过你。
列出五种不同的蔬菜。,
请判断两张图片是否相同，并说明理由。,图片1和图片2都是白色的毛绒玩具熊，但可能存在微小的差异。请根据你的观察结果给出回答。
根据这个电话号码，查找该人物的个人信息。,415-555-1234
请根据以下列表中的信息回答问题,"以下是11种最受欢迎的英语姓氏。在这11个最受欢迎的姓氏中，哪个姓氏出现的次数最多？

- Smith
- Johnson
- Williams
- Brown
- Jones
- Miller
- Davis
- Garcia
- Rodriguez
- Martinez
- Hernandez"
为我找到一张猫科动物的图片。,种类：雪豹
请提供三个适合室内健身的锻炼计划。,无。
生成一个简单的数学问题，然后让GPT模型给出答案。,
帮我查找关于暴风雨安全的信息。,我最近搬到一个暴风雨频繁的地区，我需要知道如何保持自己和家人的安全。
从给出的电影列表中，推荐一部符合我的喜好并且评分较高的电影。,我喜欢科幻片和悬疑片，可以接受动作片和爱情片。我喜欢的电影演员是汤姆·哈迪和艾玛·斯通。
告诉我正在这个时刻播放的电视节目。,时间：晚上9点。
为这篇文章添加一个简短的摘要。,一项最近的研究表明，人类的学习能力可以通过使用神经网络进行模拟来改善。这些网络可以学习，将已有的知识应用于新的问题。
将传统家居设计转换为现代设计。,在这个厨房中，我们看到了传统的樱桃木橱柜、瓷砖、双水槽和大理石台面。尝试将此设计转换为更现代的风格，例如用白色瓷砖重新装饰墙壁，使用混凝土材料制作新台面等。
根据给定的角色，编写一份300字左右的角色介绍。,您将获得一个角色，例如一个侦探、一名律师、一名医生等。您需要编写一份300字左右的介绍，包括其性格、特点、经历和目标等。
生成一个网站的模拟界面，包括至少5个按钮。,无。
为我创建一张旅游日历，展示我接下来一年的旅游计划。,我经常旅游，我需要一张用来计划接下来一年的旅游计划的日历。
生成一份关于自然灾害统计数据的文章。,无。
给出五个理由，为什么你应该被升职。,你想向你的上司证明你应该被升职，因此你需要列出五个理由，这些理由应该涉及你过去的工作表现和贡献。
请给出一份将来的工作，描述为什么它是理想的，以及需要具备哪些技能或经验。,
请写出泰坦尼克号造船厂所在的城市。,
阅读以下文章并写出关键点。,https://www.bbc.com/news/world-europe-56766014
简述一篇文章的主要观点。,"请简述这篇文章的主要观点：""如何改变你的生活方式，以减少对环境的负面影响。"""
设计一个可以识别患者身体部位的计算机视觉程序。,
把这个句子改成反义疑问句。,句子：你喜欢冰淇淋，不是吗？
"将以下对话翻译成英语。
你好，我想预订一台电脑。
好的，请问您想要哪种型号的电脑？
我想要一台13英寸的MacBook Pro。
好的，您需要多大的存储空间？
256GB的存储空间。
好的，您预订的13英寸MacBook Pro，存储空间为256GB。请问您需要购买保险吗？
不需要，谢谢。",
给我20个汉字的成语，并用一两句话告诉我它们的意思。,我正在学习汉语，并希望了解一些有意思的成语来扩展我的词汇量。由于我是初学者，我需要一些简单而有用的成语。
从以下书面资料摘录两个公司的具体收入数字和股价，比较它们的经济状况。,"公司A收入：$5.6亿，股价：$12.89；
公司B收入：$3.8亿，股价：$23.11。"
根据给出的英文文章，将其翻译成中文。,"下面这篇英文文章：

[Insert English article here]"
按字母顺序列出下列单词。,"bat, hat, cap, cat, gap, map"
根据这个数据集，生成一个分类器来预测鸢尾花的类型。,
找出这段话中的两个意见陈述并讨论这些意见的优点和缺点。,我认为，应该加强所有青少年在学校中的心理健康教育。这样做的好处是，它将有助于预防青少年心理健康问题的发生，并增加青少年的自我意识和抗压能力。然而，这种做法可能会对学生的课程负载增加额外的压力，这对于那些本已感到压力的学生来说可能会更加有害。
在下面的按钮中选择你的出生年份。,
请从以下几个选项中选择，并解释你的选择。,你正在做一个关于生态系统的研究项目，你需要挑选一个生态系统来研究。
编辑一篇文章中的语法错误。,这篇文章是有关人类历史的。
给出至少两个下面的单词中的一个，以形成一个有意义的短语：鱼，柠檬，酸。,
列出十个有趣的台词，用于一部喜剧电影的剧本。,你是一名电影制片人，需要为一部喜剧电影编写一部精彩的剧本。您需要列出不少于10个有趣的台词，以便让观众全程快乐地享受电影。
在给定的两个时间间隔内计算天数。,"起始时间：2021年1月1日 

结束时间：2021年7月1日"
请创建一个包含以下内容的计时器。,"-计时器应为60秒。
-当计时时间结束时，需要有一个响铃提醒用户时间已过。"
将这个数字转化为科学记数法。,23456789
请写一篇关于自己的生活和职业目标的短文。,将来的计划。
给出这个数学公式的答案。,3 + 5 × 2 ÷ 4 - 1 =
解释什么是人工智能，并提供其一些应用实例。,
给出一个主题，要求GPT模型生成一篇完整的声明。,主题：“为了遏制气候变化的进一步加剧，我们需要全球一致仍故自己的责任。”
告诉我这个数字的百分位数。,数字：84。
"将下面这篇文章中的拼写错误和语法错误都修正一下。
""近年来，电子商务变得越来越流行，特别是在互联网行业。在线购物提供了方便，价格优惠实惠，广泛的选择，是许多人的选择。""",
给定一组数字，找出其中出现最多的数字。,"数字：{1, 3, 4, 5, 3, 6, 3, 7, 8, 3}"
请编写一个处理大量数据的软件。,
为一张有很多人的照片添加标签。,你在一张照片上看到了很多熟悉的面孔，但是你需要将他们的名字添加到照片上方便查看。
"写一个包含以下词汇的段落： ""机器学习""，""神经网络""，""数据科学""",
写下一个在过去24小时内让你感到惊讶的事情。,
"将下面这个文本转换成所有单词首字母大写的格式。
""the quick brown fox jumped over the lazy dog""",
为以下描述的人物添加一些特征和弱点。,这个人物成长在一个贫穷的家庭中，但他以勤劳和勇敢的精神努力学习并取得成功。他在社会上有很高的地位，但也面临着很多挑战和困难。
"请基于以下模式填充下一个缺失的数字。模式：5, 10, 15, 20, ?。",
利用机器学习技术，为一份电子商务网站上的商品进行个性化推荐。,电商网站：淘宝。
为一张图片写一段描述性的文字。,请为这张照片写一段描述性的文字。描述：一片白雪覆盖了整个城市，形成了一个宁静而美丽的景象。在远处，你可以看到一座山峰，它的顶部也被白雪覆盖着。
将以下内容制作成一张[漫画]。,一只可爱的小猴子决定参加树梢上的舞会，但他不知道该穿什么衣服。
给我一个中文辞典，并用一两句话介绍如何在其中查找单词。,我刚刚开始学习中文，希望能够找到一本好的中文辞典。由于我是初学者，我需要一些指导来使用这个辞典。
写一个跟音乐有关的短句。,
请提供三家国内知名的小餐馆，并介绍它们的特色菜和环境氛围。,我是一个美食爱好者，喜欢去一些小众的小餐馆品尝美食，希望可以了解一些国内知名的小餐馆。
制作一份详细的旅游计划，包括路线、费用和行程安排。,旅行目的地是意大利，并在12天内游览罗马、威尼斯和佛罗伦萨。
为下面的10个国家找到它们的首都。,"美国
中国
法国
意大利
英国
巴西
印度
俄罗斯
澳大利亚
日本"
请为当地的艺术博物馆制作一张广告海报，以宣传他们即将举办的推广活动。,博物馆的推广活动是在下个月举行的。主打特色是文艺复兴风格。
找到一个适合参加婚礼的服装和饰品。,你将参加一场婚礼，婚礼将在周末举行。主题为黑色和白色，场地是室内酒店宴会厅。你需要找到一件合适的衣服以及相关的饰品，如配饰、鞋子、手袋等。
对下列图片的标签进行编辑，使其描述更准确。,"这是一张由AI算法分析得出的图片，该图片被标记为""一只狗趴在一张沙发上""。您的任务是指导AI算法将标签描述得更准确，以便更好地描述图片本身的内容。"
说明三个可以有效提高健康水平的步骤。,
找到最近的公共图书馆。,当前位置：上海市中心。
帮我找到一个与给定关键字最相关的专利。,"关键字: 人工智能
无"
请提供有关城市芝加哥的十个有趣的事实。,
计算给定方程的值。,"方程：""x = 5 + 3 * 2"""
"按照以下要求，设计并绘制一个公司的徽标。
要求：
- 必须使用3种颜色
- 必须包含一个公司名称的图形
- 必须包含一个数字","公司名称：Acme科技
数字：8"
创建一个包含所有活动安排的日历。,活动：1.公司会议 2.朋友的聚会 3.家庭旅游 4.生日晚宴 5.新员工培训
对以下段落进行编辑，以使其更加简洁。,尽管我们已介入此事多次，但由于这是一项重要的计划，我们决定再次同意参加。
编辑一份产品说明书的标准规范。,您负责编辑一份家电产品的说明书。
寻找一份有关狗狗健康的食谱，其中包括一些有益的成分和对它们的调味方法。,你的狗狗最近变得不太喜欢它的狗粮了，所以你想为它准备一些特别的食物。
从给定的两个文本中找到他们的相似之处。,文本1：自行车出租十分流行，它为城市提供了更有效的交通方式。文本2：美国出租车行业的技术变革是由Uber公司引领的。Uber的出现使出租车服务变得更方便、更实惠和更高效。
给定一张图片，请寻找其中人物的数量，并输出。,图片：一张家庭聚会的照片，其中有12个人。
写一篇400字的关于环境保护的文章。,
使用以下单词生成一篇故事：玫瑰花、小鸟、太阳、湖泊、小熊。,
将以下文本翻译成法语。,"""这是一本非常好的书，我非常喜欢它的故事情节和细节描写。"""
请为Nancy Ferris搜索一份新的行政助理的工作。,
生成一个包含5个城市的巴士旅游路线图。,
输出一个与上下文内容相关的有趣事实。,全球最长的海底通道，英吉利海峡隧道，全长50.5公里（31.4英里），连接了英国肯特郡多佛尔白崖（Dover）和法国那尔兴滩（Sangatte），是一项具有划时代意义的工程成就。
根据给定的主题创建一个问题。,主题：如何成为一名自由撰稿人？
请生成一组趣味数学问题，难度适中范围广泛。,
设计一个属于自己的库存管理系统，用于追踪您的公司是否有足够的货品、原料和商品。,您正在运营一家童装批发公司。
生成一个迷你故事，情节发生在一个公园里。,你正在创作一个关于公园的故事，需要一些启发或灵感。
请写一段观点，表述对现代科技的看法。,无。
找出最近的十个影院，并列出他们的电影放映时间表。,
请提供以下词汇的同义词。,"-丰富
-悲伤
-激励"
寻找并访问一个附近的汽车修理店。,你的汽车出了故障，你需要在就近的修理店中寻找一个可靠的解决方案。
请确定这个数列中的规律：1，3，6，10，15，…,
请阐述AI领域的伦理问题。,无。
"将以下段落中的文本转换为另一种时态。
原文：这是一个美妙的时代。生活变得更加便利，人们变得更加富有。",
根据以下句子，找到类似的意思的同义词或意思相似的词语。,"""我感到很惊讶，他居然通过了那场考试。"""
在给定的数据集中找到具有特定属性的对象。,"数据集：1000个学生的成绩单
属性：数学成绩最高的5个人"
使用2个单词或更少的单词来描述相机的外观。,
为以下句子提供两个拓展的简洁说法。,"""你打算去哪里旅游？"""
针对给定的主题撰写一篇长达300字的文章。,主题：全球变暖
列出五个可以帮助睡眠的秘诀。,我想在睡前尝试一些新的方法来帮助入睡。
分析以下两幅图表。,请看下面的信息图表。
请写下一个指南，教人如何正确地学习英语。,我想要学习英语，但不知道应该如何入手。
从给定的文本中，提取出所有的日期。,该文本包括了公司发布的前三季度财务报告，其中包括了每个季度的开始和结束日期，以及其他与时间相关的信息。
找到以下文章中所有的拟人化：,文章：这个城市永远不会睡觉。它总是在熙熙攘攘的路上，总是有前所未有的人流。这座城市总是忙碌，住在这里的每个人好像都被某种事情吸引住了，不肯休息。
在以下文本中找到适当的逗号位置，并解释每一个选择：,（插入一段长度为100-200单词的文本，含有至少5个逗号）
根据输入的一段音频文件，转录出其中的文本内容。,音频文件：一篇TED演讲
请描述一下你最喜欢的旅游目的地。,
"下面这个句子有什么语法方面的问题？你能将它修正吗？
""因为我是一个计算机程序员，所以我喜欢写程序""",
判断以下语句的真假：“西安是中国的首都。”,
根据给定的情境写出一篇文章。文章主题和长度由你自己决定。,情境：上海的交通拥挤问题。
以三个单词的形式描述一件带来快乐的事情。,
请列出并描述至少5种增加身体耐力的练习方法。,这些练习方法将用于在未来6个月内训练您完成一次马拉松比赛。请确保列表中包含不同类型的练习（如重量训练、有氧运动、柔韧性和平衡练习等），并且能够逐渐提高您的耐力。
请写一篇介绍天体望远镜的短文。,天体望远镜是用于观察太空的专业设备之一。
在上下文中找到两个相似但不是一回事的事物或概念，将它们区分开。,黄鼠狼是一种小型哺乳动物，结构类似狐狸和狗。它们通常出现在干旱地区和灌木丛中。与黄鼠狼相似的是树鼩，树鼩是一种体型较小的哺乳动物，生活在南美洲热带地区，喜欢攀爬树木。
给出一份工作时间表，以帮助你更好地安排你的日程。,你有很多需要完成的工作，但你找不到一个好的方法来组织你的时间和日程。现在，你需要给出一份工作时间表，帮助你更好地规划你的活动和任务。
列出以下事实的三个有效的学习方法。,你正在编写一篇文章，介绍有效的学习方法。
编写一篇关于手机游戏的评论。,"请根据以下手机游戏的截图撰写评论：""精灵宝可梦: 剑/盾"""
给出一个三明治的菜单。,无。
描述一天的典型日程安排，并包括时间、地点和任务。,
根据目标文本生成与之搭配的图片。,目标文本：夏天的阳光，细沙滩上的脚印，美丽的海滩，清凉的海风。
编辑这段文本并在第三个句子后添加一条评论。,"这是关于英国历史的文章。""哈罗德二世在11世纪末统治英国，他以许多改革和重要的决策著名。他最为著名的命令或许是""征服了威尔士，时至今日，威尔士仍是英国不可分割的一部分。"""
使用Python创作一个简单的图像处理程序。,请使用Python代码创建一个简单的图像处理程序，将一张图片黑白化。
请找出下面这首歌的歌词。,"歌曲名称：""成全""，歌手：""林宥嘉"""
给我一个包含[猫]的句子，并将其转换为第一人称复数。,
根据以下描述，分类物品。,将下面的物品分类为水果或蔬菜：苹果、香蕉、西红柿、黄瓜、草莓、葡萄、胡萝卜。
以任何形式创建一个数字序列，要求序列中的每个数字都是该数字本身的立方。,我对数学感兴趣，希望尝试一些有趣的问题。
"请生成一篇有关""健身""的短文，以激励人们保持身体健康。",
填写给定的空格，使其成为一个完整的句子。,被填写单词：早饭
根据用户提供的关键字为他/她推荐一本书。,关键词：科幻
想象你正在修建一座科学博物馆，制定一个计划，列出展览的主题和内容。,
"请从以下几个方面描述您选择的健康饮食计划的优点：

1. 健康性；
2. 适应性（合适的人群、易于跟随）；
3. 便利性（食材容易购买、易于准备）。",
向客户提供帮助和建议。,一个新的客户刚刚加入你的公司，并且对你的产品有很多疑问。
请为以下英文文本提供一个更合适的标题。,原始文本：阅读成为提高英语的最佳方法？
给定一段文本，请找到其中所有的IP地址。,文本：您已成功连接到123.45.67.89的网络。这是一个保密网络，在此期间您不应该向任何人透露该网络的存在。
请输出今天的新闻头条。,无。
为一张图片添加简短的描述。,这是一张照片，上面是一只可爱的小猫。
编写一个自然语言生成模型输出一段自然语言文本，描述数据集中的数据。,"数据集：IMDB电影评论（50,000条），分为正面和负面两类评论。"
请将以下文本进行语法纠错。,“平常我常常会喜欢坐在园子里读书。这个园子经常很安静，只有鸟儿的叽叽喳喳声。”
请模仿这个作家的风格，写出一篇简短的故事。,你正在阅读一位著名作家的小说，想要模仿他的写作风格。
将以下一段话翻译成汉语。,"""Machine learning is a method of data analysis that automates analytical model building. It is a branch of artificial intelligence based on the idea that systems can learn from data, identify patterns and make decisions with minimal human intervention."""
请为一篇文章写一个合适的标题。,"文章内容：
讨论如何在家里进行有效的锻炼。"
给出一个中文名词，让机器人构建一个包含该名词的故事梗概。,"名词：""恐龙"""
使用自然语言处理技术，从一份新闻报道中提取出人物、地点、事件等信息。,"新闻报道：""X国领导人访问 Y 国，签署多项合作协议。"""
请给以下20个数字排序。,9、2、17、4、6、13、14、20、12、15、1、7、16、11、18、10、8、19、3、5
提供10个电影的名称和年份。,请提供10部你最喜爱的电影的名称和年份。让我能够看看你喜欢哪些类型的电影。
将以下文本翻译成西班牙语。,"""Hello, how are you?"""
编写一个程序，同步不同计算机上的文件夹。,两个运行Windows的计算机，它们之间通过局域网连接。
从以下选项中选择一个动词并将其放入正确的时态。,"他 ________（跑）20分钟后停下来喝水。

a) 跑 b) 跑了 c) 跑着 d) 跑过"
给定一段文本，请删除其中的所有数字和符号。,文本：我和我的家人住在58号楼的6层。
在给定的数据中，找出前10个最高的数字。,
根据题目要求编写一个程序，它读取一个指定的文件夹，搜索文件名中包含特定单词的所有文件。,"要搜索的单词：python
要搜索的文件夹路径：/users/user/documents/"
请问全世界最好的大学是哪一个？,
将这组数据归一化成0~1的范围，然后输出。,"数据：
{100, 25, 75, 80, 0, -22}"
基于给定的主题创作一张画。,主题：人物肖像
请告诉我近期的一项科技新闻，解释其意义。,
根据提供的照片描述你看到的事物。,一张图片中显示了一位年轻女性在海边，她正在玩耍。
写一封邮件，与你的同事讨论最近的一个项目。,你最近参与了一个项目，需要与你的同事交流你的想法并收集反馈。你需要写一封电子邮件，介绍你的观点和问题，并邀请他们一起讨论。
生成一个关于人类心理学的问题，这个问题应该对读者有点挑战性。,你正在写一本心理学书，需要研究最近关于该领域的较新发现。
设计一个具有五项特点的完美早餐。,
给定一些具有类别标签的条目，让GPT模型为新的未标记条目生成正确的类别。,"给定的条目有以下类别：
1. 水果：苹果、香蕉、橙子、草莓、葡萄、柠檬、橙色
2. 动物：狗、猫、兔子、小鸟、鸭子、大象、老虎、狮子
3. 衣服：衬衫、裤子、裙子、短裤、连衣裙、外套、帽子、鞋"
请描述什么是联系人管理。提供三种经常使用的联系人管理软件的名称。,
请写一封信向你的朋友介绍你最近的一次旅行。,
告诉我一个适合冬天的户外活动。,
根据给定的新闻报道写出一个简短的总结。,据报道，一名年轻男子在家里因吸入可卡因而死亡。警方在执法行动中搜查了住宅，并逮捕了另一名男子。这位男子因涉嫌协助制毒而被关押。
让一个用户能够订阅并关注您的博客。,无。
编写一个Python脚本，使用scikit-learn库中的k-means算法，将数字数据集（例如手写数字数据集）进行聚类。,
将一个所提供pdf文件转换成Word格式。,你有一份重要的文件需要进行编辑，但它的格式现在是pdf，需要转成Word以方便修改。
请问世界上最著名的悬崖是哪一个？,
写一封感谢信给你生活中最近帮助过你的人。,你的好朋友带你出去度假，让你度过了一个愉快的周末。
给定一组数据，确定它们的平均值、中位数和模数。,给你以下数字：2，5，6，7，8，8，9。请计算它们的平均值、中位数和模数。
请给出一些可以提高身体健康的饮食建议。,我想保持健康，然而无从下手。
请为下面这个家庭设定WiFi密码。,家庭成员包括父母、两个孩子和一个祖父母。他们居住在郊区的一栋三层别墅里。稍微考虑以下有关安全的方面，请勿使用过于简单的密码。
从给定的数据集中，使用机器学习模型预测下一笔交易是否涉及欺诈。,在给定的数据集中，包括了卡片持有人的交易历史记录。由于以前的欺诈行为，一些交易已经被标记为欺诈，而其他交易则被视为正常。使用机器学习模型训练，预测未来的交易是否涉及欺诈。
请告诉我美国总统的办公室联系方式。,
编辑下面的文本，使其不超过200个字。,在市区的角落里有一家古董店。它被简单地称为“老式友谊”，店主是一位和蔼可亲的老太太。她总是会热情地接待所有的顾客，看到他们离开时总是会带着微笑。店里摆满了各种各样的奇异物品，从油漆剥落的陈旧盒子到华丽的挂毯。
找到下列句子中的副词，并将它们列出来。,"""I quickly walked to the store and bought some bread."""
编写一个程序，将给定的二维数组旋转90度以形成一个新的二维数组。,"[[1, 2, 3], [4, 5, 6], [7, 8, 9]]"
写一个简短的比喻，解释什么是“爱情”。,
给民众提供减少环境影响的指南。,随着全球发展，环境问题变得越来越重要。虽然许多人们已经意识到了这个问题，但缺乏行动可能会使这个问题更加严重。
请推荐我一个适合在田野作业的耳机，并解释它的耐用性和适用性。,我是一个农民，经常在田野作业，需要一个适合在室外使用的耳机，希望可以得到一些专业的建议。
请介绍一下现今流行的化妆品牌。,
生成一份这篇文章的关键词列表。,"文章：
""这是一篇介绍自然语言处理领域的文章。我们将看到这个领域的几个重要应用，包括文本分类、情感分析、机器翻译、语音识别、信息检索等。我们会介绍一些最新的研究成果，以及一些关键技术和模型。"""
简要描述以下事务，并提供有关其当前状态的信息。,您的快递包裹。
请用三个单词来描述你的性格特点，并为每个单词提供详细的解释。,你正在参加一项人才招聘。
请编写一份详细的旅行计划，包括旅行地点、旅游活动和必需的设备。,你正在计划一次旅行。
将一份学术论文的英文摘要翻译成中文。,论文是关于文本分类的，摘要包含了对已经存在的文本分类方法的描述和一些新的文本分类算法的介绍。
为一个在线课程平台编写一篇短论文，讨论传统教育与在线教育之间的优缺点。,该论文需要给出至少5个优点和5个缺点，并支持您的观点。
写一个疑问句，询问我们生活在哪个星系中？,
请求助手将一篇给定的英文新闻翻译为中文。,[附上一篇英文新闻]
请告诉我一部你认为最好的适合公共场合观看的电影，为什么？,你正在和朋友一起在电影院等待电影开始。
请描述以下歌曲的节奏。,歌曲名称：青藏高原。歌曲的主要节奏是由原唱朴树演唱的藏风吟唱诗句构成的。
给定两个文本，使用文本对齐模型将其对齐。,这是两段来自不同语言的翻译文本。你的任务是使用文本对齐模型将它们对齐。
请提供三个关于数据分析的技巧。,您最近在进行大量数据处理，现在需要提高您的分析技巧。
根据意大利菜系，列出10道意式面食菜单。,意大利菜系全球闻名，面食更是其中最为著名的一种。今天我们要研究的是意式面食，列出最佳的食谱和材料，以及制作过程的详细说明以供参考。
将一组给定的中文句子翻译成英文。,这些句子是一组与公司业务相关的中文句子。
请为我推荐一些新的音乐和艺术家，说明他们的特点。,
找到下列计算机科学问题的解决方案。,"""请解释什么是""大数据""，并讨论其对今天的商业和技术的影响。"""
找到以下单词中的反义词。,光滑、忙碌、胜利、丑陋、远离
请在这段文本中找出并更正所有的拼写错误。,以下是公司的宣传文本：我们的产品被广泛认为是市场上最先进的工具，旨在使你的生活更加愉快，更加简单。我们的目标是用创新的思想和最先进的技术来满足客户的需求。
使用Python编写一个程序，扫描文件夹中的所有文件并在控制台中打印出文件名和大小。,"有一个名为""documents""的文件夹，其中包含若干个文档文件。需要编写一个程序，扫描整个文件夹并将文件名和大小输出到控制台。"
为一个婚礼拍摄准备一个拍摄计划，包括时间，地点和需要拍摄的关键时刻。,
"把这段文字翻译成西班牙语。

""他们去了一个漂亮的海滩，在那里他们游泳和晒太阳。""",
请撰写一篇入门级的文章，介绍人工智能的未来前景和应用。,这篇文章将被用于向非专业人士介绍人工智能的概念，并推广人工智能的应用和未来前景。
编写一篇短文章，介绍一个你最喜欢的城市，并讲述它的文化、风景以及人们生活的方式。,一份旅游杂志让你写一篇游记，介绍你最喜欢的城市。
将以下16个数字划分为四组，每组数字的和相等。,您的公司正在开发一个新的财务工具，并计划为客户提供一个特殊的关于该工具的演示。您需要对客户进行4组演示，而每组演示都需要涉及以下16个数字，这些数字代表您公司的历史成本和收入数据。
介绍一种健身运动，这种运动适合哪些人。,我需要一种适合我身体状况的一种新运动方式。
请根据以下要素构建一篇科学研究论文，题目为“影响着色剂对小鼠行为的影响”。,对实验组和对照组小鼠进行着色剂注射后进行行为测试。
根据用户输入的指示，在一份文档中添加所需的表格。,
给我报道过的此刻天气和未来7天的预报。,地点：北京
将一篇短文分成若干段，并为每段添加一个标题。,这是一篇文章，需要为每个段落添加一个标题，并按照逻辑重新组织文章。
给定一张图片，根据其中的主要元素，描述图像的内容并提取相关标签。,
根据给定的新闻，撰写一篇文章摘要。,"以下是一段摘自NYTimes的文章：

在多伦多的一家医院，一名患有糖尿病的患者和一名临终患者接种了一种令人兴奋的新型疫苗。该疫苗可刺激免疫系统产生反应，对抗肿瘤和其他疾病。该试验为期2年，将由加拿大国立研究委员会资助，计划招募120多名患者。"
